Ticker,Company Name,Sector,Industry Group,Industry,Sub Industry,Prospect Status,Product
PFG,Principal Financial Grp Inc,Financials,Insurance,Insurance,Life & Health Insurance,Unqualified Lead,Cloud Data Storage
ENV,Envestnet Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Planning Software
EQH,Equitable Holdings Inc,Financials,Diversified Financials,Diversified Financial Services,Other Diversified Financial Services,Sales Accepted Lead (SAL),CRM
VOYA,Voya Financial Inc,Financials,Diversified Financials,Diversified Financial Services,Other Diversified Financial Services,Sales Accepted Lead (SAL),Cloud Data Storage
AEL,American Eqty Invt Life Hldg,Financials,Insurance,Insurance,Life & Health Insurance,Opportunity,Cloud Data Storage
BHF,Brighthouse Finanl Inc,Financials,Insurance,Insurance,Life & Health Insurance,Marketing Qualified Lead (MQL),Chatbot
CIA,Citizens Inc,Financials,Insurance,Insurance,Life & Health Insurance,Unqualified Lead,Chatbot
GNW,Genworth Financial Inc,Financials,Insurance,Insurance,Life & Health Insurance,Unqualified Lead,Chatbot
GL,Globe Life Inc,Financials,Insurance,Insurance,Life & Health Insurance,Marketing Qualified Lead (MQL),CRM
LNC,Lincoln National Corp,Financials,Insurance,Insurance,Life & Health Insurance,Sales Qualified Lead (SQL),Accounting Software
MET,Metlife Inc,Financials,Insurance,Insurance,Life & Health Insurance,Marketing Qualified Lead (MQL),Chatbot
NWLI,National Western Life Group,Financials,Insurance,Insurance,Life & Health Insurance,Opportunity,CRM
PRI,Primerica Inc,Financials,Insurance,Insurance,Life & Health Insurance,Unqualified Lead,Chatbot
PRU,Prudential Financial Inc,Financials,Insurance,Insurance,Life & Health Insurance,Sales Qualified Lead (SQL),Accounting Software
RGA,Reinsurance Group Amer Inc,Financials,Insurance,Insurance,Reinsurance,Marketing Qualified Lead (MQL),Planning Software
VERY,Vericity Inc,Financials,Insurance,Insurance,Life & Health Insurance,Opportunity,Accounting Software
AFL,Aflac Inc,Financials,Insurance,Insurance,Life & Health Insurance,Opportunity,Planning Software
AAME,Atlantic American Corp,Financials,Insurance,Insurance,Multi-line Insurance,Sales Qualified Lead (SQL),CRM
CNO,Cno Financial Group Inc,Financials,Insurance,Insurance,Life & Health Insurance,Opportunity,Planning Software
UNM,Unum Group,Financials,Insurance,Insurance,Life & Health Insurance,Unqualified Lead,CRM
TRUP,Trupanion Inc,Financials,Insurance,Insurance,Life & Health Insurance,Sales Qualified Lead (SQL),CRM
ALL,Allstate Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),CRM
AFG,American Financial Group Inc,Financials,Insurance,Insurance,Multi-line Insurance,Sales Qualified Lead (SQL),Accounting Software
AIG,American International Group,Financials,Insurance,Insurance,Multi-line Insurance,Marketing Qualified Lead (MQL),CRM
AMSF,Amerisafe Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Qualified Lead (SQL),Planning Software
WRB,Berkley (W R) Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Unqualified Lead,Chatbot
CINF,Cincinnati Financial Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Cloud Data Storage
CNA,Cna Financial Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Planning Software
CNFR,Conifer Holdings Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Unqualified Lead,Chatbot
DGICA,Donegal Group Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Unqualified Lead,Cloud Data Storage
EIG,Employers Holdings Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Accepted Lead (SAL),Cloud Data Storage
HALL,Hallmark Financial Services,Financials,Insurance,Insurance,Property & Casualty Insurance,Opportunity,Accounting Software
THG,Hanover Insurance Group Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Unqualified Lead,CRM
HIG,Hartford Financial Services,Financials,Insurance,Insurance,Multi-line Insurance,Marketing Qualified Lead (MQL),Chatbot
HCI,Hci Group Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Accepted Lead (SAL),Accounting Software
HRTG,Heritage Insurance Holdings,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Accepted Lead (SAL),Cloud Data Storage
HMN,Horace Mann Educators Corp,Financials,Insurance,Insurance,Multi-line Insurance,Sales Accepted Lead (SAL),Accounting Software
KMPR,Kemper Corp/De,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Qualified Lead (SQL),CRM
KINS,Kingstone Cos Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Opportunity,Planning Software
KFS,Kingsway Financial Svcs Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Chatbot
KNSL,Kinsale Capital Group Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Accounting Software
L,Loews Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Chatbot
MKL,Markel Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Unqualified Lead,Chatbot
MCY,Mercury General Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Accepted Lead (SAL),Planning Software
NODK,Ni Holdings Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Qualified Lead (SQL),Planning Software
ORI,Old Republic Intl Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Qualified Lead (SQL),Accounting Software
PLMR,Palomar Holdings Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Accounting Software
PRA,Proassurance Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Unqualified Lead,Chatbot
PGR,Progressive Corp-Ohio,Financials,Insurance,Insurance,Property & Casualty Insurance,Opportunity,Accounting Software
RLI,Rli Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Accounting Software
SAFT,Safety Insurance Group Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Unqualified Lead,CRM
SIGI,Selective Ins Group Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Accounting Software
TIPT,Tiptree Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Accounting Software
TRV,Travelers Cos Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Opportunity,Planning Software
UNAM,Unico American Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),CRM
UFCS,United Fire Group Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Opportunity,Chatbot
UIHC,United Insurance Holdings Co,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Qualified Lead (SQL),Planning Software
UVE,Universal Insurance Hldgs,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Accepted Lead (SAL),CRM
MTG,Mgic Investment Corp/Wi,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Opportunity,Accounting Software
NMIH,Nmi Holdings Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),Chatbot
RDN,Radian Group Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),Planning Software
AMBC,Ambac Financial Group Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Cloud Data Storage
AIZ,Assurant Inc,Financials,Insurance,Insurance,Multi-line Insurance,Unqualified Lead,Chatbot
MBI,Mbia Inc,Financials,Insurance,Insurance,Property & Casualty Insurance,Opportunity,Cloud Data Storage
FNF,Fidelity Natl Finl Fnf Group,Financials,Insurance,Insurance,Property & Casualty Insurance,Unqualified Lead,CRM
FAF,First American Financial Cp,Financials,Insurance,Insurance,Property & Casualty Insurance,Sales Accepted Lead (SAL),Cloud Data Storage
ITIC,Investors Title Co,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Cloud Data Storage
STC,Stewart Information Services,Financials,Insurance,Insurance,Property & Casualty Insurance,Marketing Qualified Lead (MQL),Accounting Software
AJG,Arthur J Gallagher & Co,Financials,Insurance,Insurance,Insurance Brokers,Marketing Qualified Lead (MQL),Accounting Software
BRO,Brown & Brown Inc,Financials,Insurance,Insurance,Insurance Brokers,Opportunity,Chatbot
BRP,Brp Group Inc,Financials,Insurance,Insurance,Insurance Brokers,Opportunity,Chatbot
EHTH,Ehealth Inc,Financials,Insurance,Insurance,Insurance Brokers,Marketing Qualified Lead (MQL),Cloud Data Storage
ERIE,Erie Indemnity Co,Financials,Insurance,Insurance,Property & Casualty Insurance,Unqualified Lead,Planning Software
GSHD,Goosehead Insurance,Financials,Insurance,Insurance,Insurance Brokers,Marketing Qualified Lead (MQL),Chatbot
MMC,Marsh & Mclennan Cos,Financials,Insurance,Insurance,Insurance Brokers,Sales Accepted Lead (SAL),Accounting Software
SLQT,Selectquote Inc,Financials,Insurance,Insurance,Insurance Brokers,Sales Accepted Lead (SAL),Cloud Data Storage
AAMC,Altisource Asset Mgmt Corp,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services ,Sales Qualified Lead (SQL),Accounting Software
CBRE,Cbre Group Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services ,Opportunity,Accounting Software
CTO,Cto Realty Growth Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Opportunity,Cloud Data Storage
KW,Kennedy-Wilson Holdings Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies,Sales Qualified Lead (SQL),Accounting Software
FRPH,Frp Holdings Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies,Sales Accepted Lead (SAL),Cloud Data Storage
GYRO,Gyrodyne Llc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies,Sales Accepted Lead (SAL),Accounting Software
MAYS,Mays (J.W.) Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies,Marketing Qualified Lead (MQL),Accounting Software
RFL,Rafael Holdings Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies,Sales Accepted Lead (SAL),Accounting Software
TPHS,Trinity Place Holdings Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies,Opportunity,Chatbot
ARL,American Realty Investors,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies,Sales Accepted Lead (SAL),CRM
NEN,New England Realty Assc  -Lp,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies,Sales Qualified Lead (SQL),Accounting Software
TCI,Transcontinental Rlty Invs,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies,Sales Accepted Lead (SAL),Accounting Software
EXPI,Exp World Holdings Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services ,Unqualified Lead,CRM
JLL,Jones Lang Lasalle Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services ,Sales Accepted Lead (SAL),Planning Software
MMI,Marcus & Millichap Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services ,Opportunity,Planning Software
NMRK,Newmark Group Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services ,Unqualified Lead,Accounting Software
RMAX,Re/Max Holdings Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services ,Sales Qualified Lead (SQL),Planning Software
RDFN,Redfin Corp,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services ,Marketing Qualified Lead (MQL),Planning Software
FPH,Five Point Holdings Llc,Real Estate,Real Estate,Real Estate Management & Development,Diversified Real Estate Activities ,Marketing Qualified Lead (MQL),Planning Software
FOR,Forestar Group Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Development ,Marketing Qualified Lead (MQL),Cloud Data Storage
HHC,Howard Hughes Corp,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Development ,Marketing Qualified Lead (MQL),Chatbot
MLP,Maui Land & Pineapple Co,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Development ,Marketing Qualified Lead (MQL),Accounting Software
CKX,Ckx Lands Inc,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies,Opportunity,Cloud Data Storage
IDCC,Interdigital Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Accounting Software
NTIP,Network-1 Technologies Inc,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,Sales Qualified Lead (SQL),Chatbot
DLB,Dolby Laboratories Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components,Sales Accepted Lead (SAL),Chatbot
CEVA,Ceva Inc,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,Opportunity,CRM
RMBS,Rambus Inc,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,Unqualified Lead,Accounting Software
TURN,180 Degree Cptl Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,CRM
ARCC,Ares Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),Chatbot
BCSF,Bain Cap Specialty Fin Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,Accounting Software
BBDC,Barings Bdc Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),Accounting Software
BKCC,Blackrock Capital Invt Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Cloud Data Storage
TCPC,Blackrock Tcp Capital,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),CRM
EQS,Equus Total Return Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),Chatbot
FDUS,Fidus Investment Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,Cloud Data Storage
SVVC,Firsthand Technology Valu Fd,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),Cloud Data Storage
FSK,Fs Kkr Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),Accounting Software
GLAD,Gladstone Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Cloud Data Storage
GAIN,Gladstone Investment Corp/De,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),CRM
GSBD,Goldman Sachs Bdc Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,Chatbot
GBDC,Golub Capital Bdc Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Cloud Data Storage
GECC,Great Elm Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),Cloud Data Storage
HTGC,Hercules Capital Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),Chatbot
HRZN,Horizon Technology Finance,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),Accounting Software
ICMB,Investcorp Crdt Mngmt Bdc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Chatbot
MAIN,Main Street Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Accounting Software
MRCC,Monroe Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,CRM
NMFC,New Mountain Finance Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,Accounting Software
NEWT,Newtek Business Services Cp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),Cloud Data Storage
OFS,Ofs Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),CRM
PFLT,Pennantpark Floating Rt Cap,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),CRM
PTMN,Portman Ridge Finance Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,CRM
PSEC,Prospect Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),CRM
RAND,Rand Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,Chatbot
SAR,Saratoga Investment Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),CRM
TSLX,Sixth Street Specialty Lendi,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),Chatbot
SLRC,Solar Capital Ltd,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,Cloud Data Storage
SCM,Stellus Capital Investment,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,Planning Software
SSSS,Suro Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Accounting Software
TPVG,Triplepoint Venture Gwth Bdc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,Cloud Data Storage
WHF,Whitehorse Finance Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,Cloud Data Storage
MITT,Ag Mortgage Investment Trust,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Qualified Lead (SQL),CRM
AGNC,Agnc Investment Corp,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Accepted Lead (SAL),Chatbot
NLY,Annaly Capital Management,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Marketing Qualified Lead (MQL),Planning Software
ARI,Apollo Commercial Re Fin Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Opportunity,Accounting Software
ABR,Arbor Realty Trust Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Opportunity,Planning Software
ACRE,Ares Commercial Real Estate,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Accepted Lead (SAL),Planning Software
ARR,Armour Residential Reit Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Marketing Qualified Lead (MQL),CRM
BXMT,Blackstone Mortgage Tr Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Unqualified Lead,Accounting Software
BRMK,Broadmark Realty Capital Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Unqualified Lead,CRM
CHMI,Cherry Hill Mtg Invst,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Unqualified Lead,Planning Software
CIM,Chimera Investment Corp,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Accepted Lead (SAL),Chatbot
DX,Dynex Capital Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Marketing Qualified Lead (MQL),Cloud Data Storage
EARN,Ellington Residential Mtg,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Opportunity,CRM
GPMT,Granite Point Mortge Trs Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Marketing Qualified Lead (MQL),Accounting Software
AJX,Great Ajax Corp,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Unqualified Lead,Cloud Data Storage
HASI,Hannon Armstrong Sust Infr,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Opportunity,Cloud Data Storage
IVR,Invesco Mortgage Capital Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Accepted Lead (SAL),Accounting Software
KREF,Kkr Real Estate Fin Tr Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Qualified Lead (SQL),Planning Software
LADR,Ladder Capital Corp,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Opportunity,CRM
LOAN,Manhattan Bridge Capital Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Qualified Lead (SQL),CRM
MFA,Mfa Financial Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Unqualified Lead,Cloud Data Storage
NYMT,New York Mortgage Trust Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Opportunity,Accounting Software
ORC,Orchid Island Capital Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Opportunity,CRM
PMT,Pennymac Mortgage Invest Tr,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Qualified Lead (SQL),Planning Software
RC,Ready Capital Corp,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Accepted Lead (SAL),Accounting Software
RWT,Redwood Trust Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Opportunity,CRM
STWD,Starwood Property Trust Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Opportunity,Accounting Software
TRTX,Tpg Re Finance Trt Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Qualified Lead (SQL),Cloud Data Storage
TWO,Two Harbors Investment Corp,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Opportunity,Accounting Software
WMC,Western Asset Mtg Capital Cp,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Accepted Lead (SAL),Planning Software
AKR,Acadia Realty Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Unqualified Lead,Cloud Data Storage
ADC,Agree Realty Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Opportunity,CRM
ALEX,Alexander & Baldwin Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Sales Qualified Lead (SQL),Cloud Data Storage
ALX,Alexander'S Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Opportunity,CRM
ARE,Alexandria R E Equities Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Sales Accepted Lead (SAL),Accounting Software
PINE,Alpine Income Property Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Sales Qualified Lead (SQL),Chatbot
AAT,American Assets Trust Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Sales Accepted Lead (SAL),CRM
AMH,American Homes 4 Rent,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Opportunity,CRM
AMT,American Tower Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Marketing Qualified Lead (MQL),Cloud Data Storage
COLD,Americold Realty Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,Unqualified Lead,Chatbot
AIV,Apartment Invst & Mgmt Co,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Opportunity,Cloud Data Storage
APLE,Apple Hospitality Reit Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Opportunity,Planning Software
AHH,Armada Hoffler Properties,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Sales Qualified Lead (SQL),Chatbot
AHT,Ashford Hospitality Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Marketing Qualified Lead (MQL),Planning Software
AVB,Avalonbay Communities Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Sales Accepted Lead (SAL),Planning Software
BXP,Boston Properties Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Unqualified Lead,Chatbot
BHR,Braemar Hotels & Resorts Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Unqualified Lead,Planning Software
BDN,Brandywine Realty Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Opportunity,Accounting Software
BRX,Brixmor Property Group Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Sales Qualified Lead (SQL),CRM
BRT,Brt Apartments Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Sales Accepted Lead (SAL),Cloud Data Storage
CPT,Camden Property Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Marketing Qualified Lead (MQL),CRM
CTRE,Caretrust Reit Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Sales Accepted Lead (SAL),Accounting Software
CBL,Cbl & Associates Pptys Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Opportunity,Planning Software
CLDT,Chatham Lodging Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Unqualified Lead,CRM
CMCT,Cim Commerical Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Sales Qualified Lead (SQL),Accounting Software
CIO,City Office Reit Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Opportunity,Chatbot
CLPR,Clipper Realty Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Sales Accepted Lead (SAL),Accounting Software
CHCT,Community Healthcare Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Sales Qualified Lead (SQL),Cloud Data Storage
CORR,Corenergy Infrastructure Tr,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Accepted Lead (SAL),Accounting Software
OFC,Corporate Office Propert,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Unqualified Lead,CRM
CUZ,Cousins Properties Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Sales Qualified Lead (SQL),Accounting Software
CCI,Crown Castle Intl Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Accepted Lead (SAL),Cloud Data Storage
